Country,Region,Study_midyear,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
USA,North Carolina,1995.5,"Liriodendron tulipifera; Acer rubrum; Quercus prinus; Betula lenta, Liriodendron tulipifera; Quercus rubra; Acer rubrum; Tsuga canadensis, Pinus taeda, Quercus prinus; Quercus alba; Acer rubrum",Temperate,Deciduous,Dry,15.114285714285714,1462.857142857143
USA,North Carolina,1996.0,"Pinus palustris, Pinus taeda",Temperate,Evergreen,Dry,16.5,1186.6666666666667
USA,North Carolina,1997.0,"Pinus taeda, Acer rubrum, Liriodendron tulipifera, Quercus prinus, Festuca-Panicum mix",Temperate,Evergreen,Dry,13.899999999999999,1543.6923076923076
USA,North Carolina,1998.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1999.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2000.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2001.0,"Pinus taeda, Liriodendron tulipifera; Quercus alba; Quercus michauxii; Quercus phellos; Liriodendron styraciflua; Carya spp.",Temperate,Evergreen,Dry,15.625,1195.0
USA,North Carolina,2002.0,"Pinus taeda, Liriodendron tulipifera; Quercus alba; Quercus michauxii; Quercus phellos; Liriodendron styraciflua; Carya spp.",Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2003.0,"Picea rubens; Abies fraseri, Pinus taeda",Temperate,Evergreen,Dry,10.833333333333334,1913.3333333333333
USA,North Carolina,2004.0,"Tsuga canadensis; Nyssa sylvatica; Quercus alba; Liriodendron tulipifera; Acer rubrum; Betula lenta; Rhododendron maximum, Pinus taeda",Temperate,Mixed,Dry,13.833333333333334,1566.6666666666667
USA,North Carolina,2005.0,Tsuga canadensis; Nyssa sylvatica; Quercus alba; Liriodendron tulipifera; Acer rubrum; Betula lenta; Rhododendron maximum,Temperate,Mixed,Dry,13.0,1780.0
USA,North Carolina,2006.0,Tsuga canadensis; Nyssa sylvatica; Quercus alba; Liriodendron tulipifera; Acer rubrum; Betula lenta; Rhododendron maximum,Temperate,Mixed,Dry,13.0,1780.0
USA,North Carolina,2008.0,"Taxodium distichum; Nyssa spp.; Quercus spp., Taxodium distichum; Nyssa sylvatica; Nyssa aquatica; Fraxinus pennsylvanica; Salix nigra; Chamaecyparis thyoides; Quercus nigra; Quercus michauxii; Quercus phellos; Quercus falcata, Zea mays; Glycine max",Subtropical,Deciduous,Wet,16.6,1330.0
USA,North Carolina,2009.0,Liquidambar styraciflua,Temperate,Deciduous,Dry,15.5,1145.0
USA,North Carolina,2010.0,Liquidambar styraciflua,Temperate,Deciduous,Dry,15.5,1145.0
USA,North Carolina,2010.5,"Nyssa slyvatica, Nyssa biflora, Taxodium distichum",Tropical,Deciduous,Wet,16.9,1270.0
USA,North Carolina,2012.0,"Pinus, Panicum virgatum L.",Temperate,Deciduous,Dry,17.3,1259.0
China,North China,1992.5,"Triticum aestivum, Zea mays subsp.",Temperate,Deciduous,Dry,12.199999999999998,536.7
USA,North Dakota,1998.0,Bouteloua gracilis; Stipa comata; Carex spp.; Poa pratensis; Schizachyrium scoparium; Bouteloua cartipendula,Temperate,Deciduous,Dry,5.0,404.0
USA,North Dakota,2002.0,"Bouteloua gracilis; Stipa comata; Poa pratensis, Triticum aestivum",Temperate,Deciduous,Dry,5.0,404.0
USA,North Dakota,2004.5,"Agropyron desertorum, Poa pratensis; Carex filifolia; Carex heliophila; Nassella viridula; Bouteloua gracilis",Temperate,Deciduous,Dry,4.0,410.0
USA,North Dakota,2012.5,Medicago sativa,Temperate,Deciduous,Dry,10.0,412.0
New Zealand,North Island,2008.5,Leptospermum scoparium; Kunzea ericoides,Temperate,Deciduous,Dry,9.850000000000001,1395.0
New Zealand,North Island,2009.5,Leptospermum scoparium; Kunzea ericoides,Temperate,Deciduous,Dry,9.850000000000001,1395.0
Signapore,North Singapore,2012.5,Axonopus compressus,Tropical,Deciduous,Dry,27.4,2358.0
China,Northeast,2011.0,"Chloris virgata, Puccinellia distans, Phragmites australis, Leymus chinensis",Temperate,Deciduous,Dry,4.3,410.0
Puerto Rico,Northeast Puerto Rico,2011.5,"Dacryodes excelsa, Cyathea bryophila",Subtropical,Deciduous,Wet,22.0,4193.0
China,Northeastern,2014.0,Larix,Temperate,Evergreen,Dry,-2.4,489.2
China,Northeastern ,2012.0,Oryza sativa,Temperate,Deciduous,Wet,2.94,595.32
Singapore,Northern,2012.0,Axonopus compressus,Tropical,Evergreen,Dry,27.399999999999995,2358.0
Mongolia,Northern Mongolia,2009.0,"Larix siberica, Pinus siberica, Vaccinum vitis-idaea, Salix, Artemisia tanacetifolia, Laymus chinensis, Carex pediformis, F. lenensis, Potentilla acaulis",Boreal,Mixed,Dry,-4.5,295.0
Mongolia,Northern Mongolia,2010.0,"Salix, Artemisia tanacetifolia, Laymus chinensis, Larix siberica, Pinus siberica, Vaccinum vitis-idaea, Carex pediformis, F. lenensis, Potentilla acaulis",Boreal,Mixed,Dry,-4.5,295.0
Mongolia,Northern Mongolia,2011.0,"Salix, Artemisia tanacetifolia, Laymus chinensis, Carex pediformis, F. lenensis, Potentilla acaulis, Larix siberica, Pinus siberica, Vaccinum vitis-idaea",Boreal,Mixed,Dry,-4.5,295.0
Sweden,Northern Sweden,2013.5,Betula pubescens,Boreal,Deciduous,Dry,0.2,387.0
China,Northern Tibet,2013.5,Kobresia,Temperate,Deciduous,Dry,1.3,476.8
Canada,Northwest Territories,2014.0,Betula glandulosa (Michx.),Boreal,Deciduous,Dry,-9.0,250.0
Sweden,Nothern,2015.0,Andromeda polifolia,Boreal,Evergreen,Dry,0.2,337.0
Canada,Nova Scotia,2000.5,"Grasses (mix), Picea rubens, Populus tremuloides",Temperate,Deciduous,Dry,5.5,1290.0
Canada,Nova Scotia,2002.0,"Grasses (mix), Picea rubens, Populus tremuloides",Temperate,Deciduous,Dry,5.5,1290.0
Canada,Nova Scotia,2003.0,"Populus tremuloides, Grasses (mix), Picea rubens",Temperate,Deciduous,Dry,5.5,1290.0
Canada,Nova Scotia,2004.0,"Picea rubens, Abies balsamea; Picea rubens; Picea glauca",Temperate,Evergreen,Dry,5.5,1290.0
Italy,Novara,2012.0,"Populus x Canadensis Monch, Oudemberg genotype",Mediterranean,Deciduous,Dry,12.0,1500.0
Canada,Nunavik,2010.0,"Herbaceous, Bryophyte, Sphagnum",Arctic,Deciduous,Wet,-7.5,310.0
Kenya,Nyanza province,2009.0,Themeda triandra,Tropical,Deciduous,Dry,22.5,1346.0
USA,Ohio,1993.5,Zea mays,Temperate,Deciduous,Dry,9.6,965.0
USA,Ohio,2000.0,Triticum aestivum,Temperate,Deciduous,Dry,11.0,967.0
USA,Ohio,2005.5,Quercus spp.; Acer rubra; Prunus serotina,Temperate,Deciduous,Dry,9.2,840.0
USA,Ohio,2013.0,Festuca arundinacea Schreb,Temperate,Deciduous,Dry,11.0,322.0
USA,Oklahoma,1971.0,Schizachyrium scoparius; Andropogon garardi; Panicum virgatum; Sorghastrum nutans,Temperate,Deciduous,Dry,15.2,1000.0
USA,Oklahoma,1999.5,Mix,Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2000.0,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2001.0,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2001.5,Grasses (mix),Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2002.0,"Grasses (mix), Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum",Temperate,Deciduous,Dry,16.3,914.5555555555555
USA,Oklahoma,2003.0,"Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum, Grasses (mix)",Temperate,Deciduous,Dry,16.3,914.5
USA,Oklahoma,2004.0,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2005.0,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
USA,Oklahoma,2010.0,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
USA,Oklahoma,2011.0,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
USA,Oklahoma,2012.0,Bromus japonicus; Ambrosia trifida; Apocynum spp.; Solanum carolinense; Veronia baldwinii; Securigera varia; Tridens flavus; Sorghum halapense,Temperate,Deciduous,Dry,16.3,895.0
Canada,Onario,2010.5,"Zea mays L., Populus x canadensis, Rosa multiflora Thunb., Acer saccharum L., Tilia americana L.",Temperate,Deciduous,Dry,7.2,912.0
Canada,Ontario,1983.0,"Comptonia peregrina; Kalmia angustifolia; Vaccinium spp., Pinus banksiana",Temperate,Deciduous,Dry,4.5,800.0
Canada,Ontario,1984.0,"Pinus resinosa; Pinus strobus; Populus tremuloides; Populus grandidentata, Populus tremuloides",Temperate,Mixed,Dry,4.4,800.0
Canada,Ontario,1985.0,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
Canada,Ontario,1985.5,"Pinus banksiana, Pinus resinosa, Populus tremuloides",Temperate,Evergreen,Dry,4.3,820.0
Canada,Ontario,1986.0,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
Canada,Ontario,1994.0,Populus tremuloides-Abies balsamea,Boreal,Deciduous,Dry,5.5,842.0
Canada,Ontario,1998.0,Acer saccharum-Betula alleghaniensis,Temperate,Deciduous,Dry,3.5,1165.0
Canada,Ontario,2002.0,"Picea abies; Hordeum vulgare, Populus spp.; Hordeum vulgare, Hordeum vulgare",Temperate,Deciduous,Dry,7.2,830.0
Canada,Ontario,2003.0,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
Canada,Ontario,2003.5,Picea mariana; Populus tremuloides; Betula papyrifera; Picea glauca; Abies balsamea,Boreal,Mixed,Dry,1.5,814.0
Canada,Ontario,2004.0,"Zea mays, Glycine max, Triticum aestivum, Zea mays, Glycine max, Triticum, Acer saccharum, Glycine max, Zea mays",Temperate,Deciduous,Dry,8.239999999999998,878.4
Canada,Ontario,2004.5,Picea mariana; Populus tremuloides; Betula papyrifera; Picea glauca; Abies balsamea,Boreal,Mixed,Dry,1.5,814.0
Canada,Ontario,2005.0,"Fraxinus nigra; Thuja occidentalis; Acer rubrum, Acer saccharum",Temperate,Deciduous,Wet,4.92,1147.2
Canada,Ontario,2006.0,"Pinus strobus, Acer saccharum",Temperate,Evergreen,Dry,7.279999999999999,1032.0
Canada,Ontario,2007.0,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
Canada,Ontario,2007.5,"Pinus banksiana Lamb, Picea mariana, Pinus banksiana Lamb, Populus tremuloides Michx., Populus tremuloides Michx., Picea mariana, Populus tremuloides Michx., Pinus banksiana Lamb.",Boreal,Mixed,Dry,2.5,712.0
Canada,Ontario,2008.0,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
Canada,Ontario,2009.0,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
Canada,Ontario,2010.0,"Acer saccharum, Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Temperate,Deciduous,Dry,4.92,1057.2
Canada,Ontario,2011.0,"Acer saccharum, Acer saccharum Marsh, Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Temperate,Deciduous,Dry,4.95,1054.5
Canada,Ontario,2012.0,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt., Acer saccharum Marsh",Boreal,Deciduous,Dry,5.0,1066.0
Canada,Ontario,2012.5,"Glycine max; Populus deltoides, Glycine max, Glycine max; Thuja occidentalis, Glycine max; Juglans nigra, Glycine max; Quercus rubra, Glycine max; Picea abies, Picea mariana [Mill.] Britton",Temperate,Deciduous,Dry,4.6000000000000005,830.0
Canada,Ontario,2014.5,"S. dasyclados, Salix miyabeana",Temperate,Deciduous,Dry,7.0,776.8
USA,Ontario,2015.0,Acer saccharum,Temperate,Deciduous,Dry,4.7,920.0
USA,Oregon,1974.0,"Pseudotsuga menziesii-Rhododendron-Berberis, Pseudotsuga menziesii-Rhododendron-Gaultheria, Pseudotsuga menziesii-Castanopsis, Pseudotsuga menziesii-Acer-Polystichum",Temperate,Evergreen,Dry,8.5,2300.0
USA,Oregon,1996.0,Pinus ponderosa,Temperate,Evergreen,Dry,8.1,600.0
USA,Oregon,1996.5,Pinus ponderosa,Temperate,Evergreen,Dry,8.1,600.0
USA,Oregon,1997.0,Pinus ponderosa,Temperate,Evergreen,Dry,8.1,600.0
USA,Oregon,1999.0,Pinus ponderosa,Temperate,Evergreen,Dry,7.8,538.0
USA,Oregon,2000.0,Pinus ponderosa,Temperate,Evergreen,Dry,7.8,538.0
USA,Oregon,2001.0,"Pinus ponderosa, Pseudotsuga menziesii",Temperate,Evergreen,Dry,8.442857142857141,1846.5714285714287
USA,Oregon,2001.5,"Pseudotsuga menziesii, Pinus ponderosa, Mix",Temperate,Evergreen,Dry,8.200000000000001,1806.6666666666667
USA,Oregon,2002.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,8.7,2370.0
USA,Oregon,2003.0,"Pseudotsuga menziesii, Tsuga heterophylla; Pseudotsuga menziesii; Acer circinatum; Thuja plicata",Temperate,Evergreen,Dry,8.7,2370.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2006.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,11.2,1600.0
USA,Oregon,2007.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,11.2,1600.0
USA,Oregon,2011.0,"Agrostis capillaris; Briza minor; Koeleria macrantha; Prunella vulgaris; Achillea millefolium; Trifollium subterraneum, Bromus hordeaceus; Trifollium subterraneum; Erodium cicutarium",Mediterranean,Deciduous,Dry,11.850000000000001,1284.0
Brazil,Para,2014.0,"Theobroma cacao, swietenia macrophylla, euterpe oleracea, Theobroma cacao, swietenia macrophylla, musa acuminata, piper nigrum",Tropical,Deciduous,Dry,26.399999999999995,2663.0
France,Paris,2014.0,"Fagus sylvatica L., Quercus robur L.",Mediterranean,Evergreen,Dry,10.0,677.0
Brazil,Pará,2002.0,Mix,Tropical,Evergreen,Dry,25.7,2272.0
Brazil,Pará,2002.5,Mix,Tropical,Evergreen,Dry,26.0,2272.0
Brazil,Pará,2005.5,Mixed,Tropical,Deciduous,Dry,25.7,2272.0
Brazil,Pará,2010.5,Mixed,Tropical,Evergreen,Dry,25.8,2311.0
South Africa,Pietermaritzburg,2014.0,Acacia sieberiana,Temperate,Deciduous,Dry,16.0,694.0
Italy,Pisa,2012.5,"Abutilon theophrasti, Amaranthus retroflexus, Artium lappa, Zea mays",Mediterranean,Deciduous,Dry,14.8,945.0
USA,Puerto Rico,1984.0,Dacryodes excelsa,Tropical,Evergreen,Dry,18.3,4000.0
USA,Puerto Rico,1996.5,"Mix, Pinus caribae, Myrica splendens; Miconia prasina; Casearia arborea",Tropical,Evergreen,Dry,22.3,3584.0
USA,Puerto Rico,2006.0,Various,Tropical,Evergreen,Dry,22.0,3900.0
UK,Pulborough,2012.0,"Populus x Canadensis Monch, Oudemberg genotype",Mediterranean,Deciduous,Dry,11.0,800.0
China,Qinghai,2000.0,Stipa purpurea,Boreal,Deciduous,Dry,-5.6,300.0
China,Qinghai,2001.0,Stipa purpurea,Boreal,Deciduous,Dry,-5.6,300.0
China,Qinghai,2008.5,Kobresia humilis; Saussurea superba; Potentilla saundersiana; Leontopodium nanum; Lancea tibetica; Festuca ovina; Festuca rubra; Stipa aliena; Elymus nutans; Helictotrichon tibetica; Koeleria cristata; Poa crymophila,Boreal,Deciduous,Dry,-1.6999999999999997,580.0
China,Qinghai,2010.0,Stipa sareptana var. krylovii,Alpine,Deciduous,Dry,1.34,408.45
China,Qinghai,2011.5,Stipa sareptana va.,Temperate,Deciduous,Dry,1.34,408.45
China,Qinghai,2012.5,Stipa sareptana va.,Temperate,Deciduous,Dry,1.34,408.45
China,Qinghai,2013.5,Stipa sareptana va.,Temperate,Deciduous,Dry,1.34,408.45
China,Qinghai,2014.0,"Stipa purpurea, Carex rigescens, Poa crymophila Keng",Alpine,Deciduous,Dry,0.08,387.0
China,Qinghai,2015.0,"Stipa purpurea, Carex rigescens, Poa crymophila Keng",Alpine,Deciduous,Dry,0.08,387.0
China,Qinghai Province,2010.5,Kobresia humilis,Temperate,Deciduous,Dry,-1.3,350.9
China,Qinghai Province,2011.5,Kobresia humilis,Temperate,Deciduous,Dry,-1.3,350.9
China,Qinghai Province,2012.5,Kobresia humilis,Temperate,Deciduous,Dry,-1.3,350.9
China,Qinghai-Tibetan Plateau,2014.0,"Kobresia pygmaea (C. B. Clarke), Kobresia humilis",Alpine,Deciduous,Dry,-5.2,310.7
China,Qinghai-Tibetan Plateau,2015.0,"Kobresia pygmaea (C. B. Clarke), Kobresia humilis",Alpine,Deciduous,Dry,-5.2,310.7
China,Qinghai-Tibetan Plateau,2016.0,Kobresia humilis,Boreal,Deciduous,Dry,-1.3999999999999997,530.0
Canada,Quebec,1987.0,Mix,Boreal,Evergreen,Wet,0.0,791.0
Canada,Quebec,2007.5,"Picea mariana, Populus tremuloides Michx., Populus tremuloides Michx., Picea mariana",Boreal,Evergreen,Dry,0.6999999999999998,890.0
Australia,Queensland,2005.0,Avicennia marina; Rhizophora stylosa,Tropical,Evergreen,Wet,20.6,1150.0
Australia,Queensland,2006.0,"Rhizophora lamarkii; Ceriops tagal, Avicennia marina, Avicennia marina; Ceriops tagal, Ceriops tagal",Tropical,Evergreen,Wet,24.125,1855.0
Canada,Québec,1997.0,Zea mays,Temperate,Deciduous,Dry,4.0,1137.0
Canada,Québec,2005.0,Picea mariana,Boreal,Evergreen,Dry,0.0,961.3
Canada,Québec,2007.5,"Populus tremuloides, Picea mariana; Populus tremuloides, Picea mariana",Boreal,Deciduous,Dry,0.6999999999999998,890.0
Australia,Renmark,2015.0,Eucalyptus dumosa,Temperate,Deciduous,Dry,17.5,242.0
Isreal,Rishon LeTsiyon,2008.0,Triticum aestivum,Temperate,Deciduous,Dry,21.0,230.0
Brazil,Rondondia,1992.0,"Brachiaria brizantha, Mix",Tropical,Deciduous,Dry,25.5,2200.0
Brazil,Rondondia,1995.0,Mix,Tropical,Evergreen,Dry,25.0,2180.0
Brazil,Rondondia,1996.5,"Brachiaria brizantha, Mix",Tropical,Deciduous,Dry,25.5,2200.0
Poland,Rzecin peatland site,2008.0,"Menyantho, Sphagno, Calamagrostietum, Caricetum",Temperate,Deciduous,Wet,8.5,526.0
Thailand,Sakaerat,2013.5,"Eucalyptus camaldulensis, Xylia xylocarpa, Acacia mangium, Acacia auriculiformis, Hopea odorata",Tropical,Deciduous,Dry,25.5,1407.0
Argentina,Santa-Cruz Province,2012.0,"Junellia tridens, Jarava chrysophylla, Festuca pallenscens, Festuca gracillima, Osmorhiza chilensis, Candida antarctica",Temperate,Deciduous,Dry,6.433333333333334,292.22222222222223
Brazil,Sao Paolo,2007.0,Saccharum spp.,Tropical,Evergreen,Dry,22.2,1425.0
Brazil,Sao Paulo,2010.5,Saccharum spp.,Tropical,Deciduous,Dry,22.2,14.38
Brazil,Sao paulo,2013.0,"Saccharum officinarum L., B. brizantha",Tropical,Deciduous,Dry,21.0,1500.0
Malaysia,Saratok,2012.5,Ananas comosus,Tropical,Deciduous,Wet,27.9,3749.0
Italy,Sardinia,2010.0,"Cistus monspeliensis L., Helichrysum italicum G. Don.",Mediterranean,Mixed,Dry,16.8,643.0
Italy,Sardinia,2011.5,Zea mays L.,Mediterranean,Deciduous,Dry,16.7,572.0
Italy,Sardinia,2015.5,Juniperus phoenaicea L.,Mediterranean,Deciduous,Dry,16.8,494.0
Canada,Saskatchewan,1970.0,"Grasses (mix), Triticum aestivum",Temperate,Deciduous,Dry,3.3,390.0
Canada,Saskatchewan,1971.0,"Andropogon spp.; Koeleria spp., Andropogon spp; Koeleria spp., Grasses (mix)",Temperate,Deciduous,Dry,3.3,390.0
Canada,Saskatchewan,1994.0,"Picea mariana, Populus tremuloides, Pinus banksiana",Boreal,Evergreen,Dry,1.2625,403.125
Canada,Saskatchewan,1994.5,Picea mariana,Boreal,Evergreen,Dry,1.5,389.0
Canada,Saskatchewan,1996.0,Picea mariana,Boreal,Evergreen,Dry,1.5,405.0
Canada,Saskatchewan,1999.0,"Pinus banksiana, Picea mariana",Boreal,Evergreen,Dry,1.5,405.0
Canada,Saskatchewan,2000.0,Pinus banksiana,Boreal,Evergreen,Dry,1.5,405.0
Canada,Saskatchewan,2001.0,Populus tremuloides,Boreal,Deciduous,Dry,0.3,456.0
Canada,Saskatchewan,2002.0,Populus tremuloides,Boreal,Deciduous,Dry,0.3,456.0
Canada,Saskatchewan,2003.0,Populus tremuloides,Boreal,Deciduous,Dry,0.3,456.0
Canada,Saskatchewan,2004.5,"Pinus banksiana, Pinus banksiana; Populus balsamifera; Betula papyrifera",Boreal,Evergreen,Dry,0.4000000000000001,467.0
Germany,Schleswig-Holstein,2010.5,Brassica napus,Temperate,Evergreen,Dry,8.9,778.0
United Kingdom,Scotland,1991.5,"Calluna vulgaris, Sphagnum, Picea sitchensis",Temperate,Evergreen,Dry,7.7,1040.0
UK,Scotland,2004.0,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
South Korea,Seoul,2011.0,Quercus variabilis,Temperate,Deciduous,Dry,12.5,1450.5
South Korea,Seoul,2012.0,Pinus densiflora,Temperate,Deciduous,Dry,12.5,1450.5
South Korea,Seoul,2013.5,"Zoysia japonica, Q.acutissima, Q. mongolica, and Q. serrata, P. rigida and P. strobus, Phragmites japonica, Phragmites communis,  Miscanthus sacchariflorus, Quercus acutissima, Q. mongolica, and Pinus rigida",Temperate,Deciduous,Dry,12.5,1450.0
South Korea,Seoul,2015.5,Pinus densiflora,Temperate,Evergreen,Dry,12.5,1450.5
China,Shaanxi,2007.0,"Hippophae rhamnoides, Syringa oblate, Rosa xanthina",Temperate,Deciduous,Dry,10.0,478.0
China,Shaanxi,2009.0,"Robinia pseudoacacia, Triticum aestivum, Panicum virgatum",Temperate,Deciduous,Dry,11.666666666666666,551.1111111111111
China,Shaanxi,2009.5,"Robinia pseudoacacia, Quercus liaotungensis, Setaria  italica, Artemisia scoparia, Caragana Korshinskii",Temperate,Deciduous,Dry,9.040000000000001,461.4
China,Shaanxi,2010.0,"Medicago sativa, Robinia pseudoacacia, Quercus liaotungensis",Temperate,Deciduous,Dry,9.68,517.2
China,Shaanxi,2010.5,"Triticum aestivum, Robinia pseudoacacia, Stipa bungeana, Medicago sativa",Temperate,Deciduous,Dry,9.327272727272728,456.72727272727275
China,Shaanxi,2011.0,"Triticum aestivum, Robinia pseudoacacia",Temperate,Deciduous,Dry,9.7,548.25
China,Shaanxi,2011.5,"Triticum aestivum, Stipa bungeana, Medicago sativa, Robinia pseudoacacia; Rubus parvifolius, Bothriochloa ischaemum; Artemisia argyi, Zea mays, Malus pumila, Quercus liaotungensis, Platycladus orientalis, Robinia pseudoacacia, Syringa oblata; Rosa hugonis; Caragana microphylla",Temperate,Deciduous,Dry,9.505263157894737,488.56842105263155
China,Shaanxi,2012.0,"Robinia pseudoacacia, Triticum aestivum",Temperate,Deciduous,Dry,9.4,568.0
China,Shaanxi,2012.5,"Robinia pseudoacacia; Rubus parvifolius, Bothriochloa ischaemum; Artemisia argyi, Zea mays, Malus pumila, Robinia pseudoacacia, Triticum aestivum",Temperate,Deciduous,Dry,10.428571428571429,580.5714285714286
China,Shaanxi,2013.0,"Robinia pseudoacacia, Triticum aestivum",Temperate,Deciduous,Dry,9.4,568.0
China,Shaanxi,2013.5,"Zea mays, Malus pumila, Bothriochloa ischaemum; Artemisia argyi, Robinia pseudoacacia; Rubus parvifolius, Quercus liaotungensis, Triticum aestivum",Temperate,Deciduous,Dry,10.321428571428571,563.5785714285714
China,Shaanxi,2014.0,Triticum aestivum,Temperate,Deciduous,Dry,9.4,560.0
China,Shaanxi,2014.5,"Triticum aestivum, Zea mays",Temperate,Deciduous,Dry,10.942857142857141,590.8571428571429
China,Shaanxi,2015.0,Larix principis-rupprechtii,Temperate,Evergreen,Dry,6.2,770.0
China,Shaanxi,2015.5,Triticum aestivum,Temperate,Deciduous,Dry,13.0,632.0
China,Shaanxi Province,2011.5,Malus Pumila,Temperate,Deciduous,Dry,9.4,578.0
China,Shaanxi Province,2012.5,Malus Pumila,Temperate,Deciduous,Dry,9.4,578.0
China,Shandong,2003.5,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0
China,Shandong,2004.0,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
China,Shandong,2004.5,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0
China,Shandong,2005.5,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0
China,Shandong,2006.5,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0
China,Shandong,2010.5,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
China,Shandong,2011.0,"Phragmites australis, Suaeda salsa, Tamarix chinensis, and Imperata cylindrical var",Subtropical,Deciduous,Wet,12.9,560.0
China,Shandong,2011.5,Triticum aestivum,Temperate,Deciduous,Dry,13.4,567.0
China,Shandong,2012.5,"Triticum aestivum, Zea mays",Temperate,Deciduous,Dry,13.15,571.0
China,Shanghai,2009.0,"Ligustrum lucidum, Juniperus media, Ascendens mucronatum, Ascendens altissima, Populus tomentosa, Gleditsia triacanthos, Oryza sativa; Triticum aestivum",Temperate,Deciduous,Dry,16.125,1114.0
China,Shanghai,2013.5,"Metasequoia glyptostroboides, Zea mays, triticum aestivum, Oryza sativa, zea mays",Temperate,Deciduous,Dry,15.199999999999998,1025.0
China,Shannxi,1998.0,"Pinus tabulaeformis, Quercus aliena",Subtropical,Evergreen,Dry,9.0,1000.0
China,Shannxi,2008.0,Triticum aestivum,Temperate,Deciduous,Dry,9.2,560.0
China,Shannxi,2009.0,"Setaria italica, Glycine max, Solanum tuberosum, Stipa bungeana, Bare soil, Panicum miliaseum, Setaria italica, Glycine max, Solanum tuberosum, Medicago sativa, Caragana microphylla, Bungeana trin",Temperate,Deciduous,Dry,8.4,437.0
China,Shannxi,2010.5,"Quercus liaotungensis, P. orientalis, R. pseudoacacia, Syringa oblata, Rosa hugonis, and Caragana microphylla",Temperate,Deciduous,Dry,10.1,504.7
China,Shannxi,2011.0,"Stipa bungeana, Lespedeza davurica, Pisum sativum, Panicum miliaceum:, Triticum aestivum, R. pseudoacacia L, Zea mays subsp., Malus domestica, B. ischaemum (L.) Keng",Temperate,Deciduous,Dry,8.938461538461539,488.46153846153845
China,Shannxi,2012.0,"R. pseudoacacia L, B. ischaemum (L.) Keng, Zea mays subsp., Malus domestica",Temperate,Deciduous,Dry,9.4,560.0
China,Shannxi,2013.0,"Zea mays, B. ischaemum (L.) Keng, Malus domestica, Zea mays subsp., R. pseudoacacia L",Temperate,Deciduous,Dry,9.16,542.9
