Study_midyear,Country,Region,Site_name,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
1961.0,USA,Tennessee,Oak Ridge,Pinus echinata,Temperate,Evergreen,Dry,14.0,1500.0
1961.0,USA,Tennessee,Oak Ridge,Acer rubrum,Temperate,Deciduous,Dry,14.0,1500.0
1961.0,Congo,Yangambi,Esali,Mix,Tropical,Evergreen,Dry,24.4,1875.0
1961.0,USA,Tennessee,Oak Ridge,Quercus alba,Temperate,Deciduous,Dry,14.0,1500.0
1962.0,USA,Tennessee,Oak Ridge,Quercus alba,Temperate,Deciduous,Dry,14.0,1500.0
1962.0,United Kingdom,England,Rothamsted,Mix,Temperate,Deciduous,Dry,10.0,687.0
1965.5,USA,Minnesota,Cedar Creek,Thuja occidentalis,Temperate,Evergreen,Wet,5.8,802.0
1965.5,USA,Minnesota,Cedar Creek,Fraxinus nigra,Temperate,Deciduous,Wet,5.8,802.0
1965.5,USA,Minnesota,Cedar Creek,Quercus ellipsoidalis; Acer rubrum; Quercus alba; Betula papyrifera,Temperate,Deciduous,Dry,5.8,802.0
1967.0,Brazil,Amazonas,Rio Negro,Mix,Tropical,Evergreen,Dry,25.0,2248.0
1969.0,USA,Missouri,UM Prairie Station,Andropogon gerardi; Andropogon scoparius,Temperate,Deciduous,Dry,12.8,1000.0
1969.5,USA,South Carolina,U-GA Field 3-412,Andropogon virginicus,Temperate,Deciduous,Dry,18.0,1200.0
1969.5,USA,Missouri,Ashland Wildlife Area,Quercus alba; Quercus velutina; Carya ovata,Temperate,Deciduous,Dry,12.8,961.0
1970.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1970.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1970.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1970.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1970.0,Canada,Saskatchewan,Matador,Triticum aestivum,Temperate,Deciduous,Dry,3.3,390.0
1970.5,USA,South Carolina,U-GA Field 3-412,Andropogon virginicus,Temperate,Deciduous,Dry,18.0,1200.0
1970.5,USA,Alaska,Barrow,Mix,Arctic,Deciduous,Wet,-12.6,132.0
1971.0,Canada,Saskatchewan,Matador,Andropogon spp.; Koeleria spp.,Temperate,Deciduous,Dry,3.3,390.0
1971.0,Canada,Saskatchewan,Matador,Andropogon spp.; Koeleria spp.,Temperate,Deciduous,Dry,3.3,390.0
1971.0,USA,Tennessee,Oak Ridge,Liriodendron tulipifera,Temperate,Deciduous,Dry,13.3,1265.0
1971.0,Canada,Saskatchewan,Matador,Andropogon spp; Koeleria spp.,Temperate,Deciduous,Dry,3.3,390.0
1971.0,Canada,Saskatchewan,Matador,Andropogon spp.; Koeleria spp.,Temperate,Deciduous,Dry,3.3,390.0
1971.0,USA,Utah,Curlew Valley,Ceratoides lanata,Temperate,Deciduous,Dry,7.1,244.0
1971.0,USA,Oklahoma,Osage,Schizachyrium scoparius; Andropogon garardi; Panicum virgatum; Sorghastrum nutans,Temperate,Deciduous,Dry,15.2,1000.0
1971.0,USA,Missouri,Ashland Wildlife Area,Quercus alba; Quercus velutina; Carya ovata,Temperate,Deciduous,Dry,12.8,940.0
1971.0,USA,Utah,Curlew Valley,Atriplex confertifolia,Temperate,Deciduous,Dry,7.1,244.0
1971.0,USA,Alaska,Barrow,Mix,Arctic,Deciduous,Wet,-12.6,132.0
1971.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1971.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1971.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1971.0,Canada,Saskatchewan,Matador,Grasses (mix),Temperate,Deciduous,Dry,3.3,390.0
1971.5,USA,North Carolina,Coweeta-WS6,Mixed hardwood,Temperate,Deciduous,Dry,12.6,1900.0
1971.5,USA,North Carolina,Coweeta-WS13,Mixed hardwood,Temperate,Deciduous,Dry,12.6,1900.0
1971.5,USA,North Carolina,Coweeta-WS17,Pinus strobus,Temperate,Evergreen,Dry,12.6,1900.0
1971.5,USA,North Carolina,Coweeta-WS18,Mixed hardwood,Temperate,Deciduous,Dry,12.6,1900.0
1972.5,USA,North Carolina,Haw River,Pinus taeda,Temperate,Evergreen,Dry,15.6,1150.0
1973.5,United Kingdom,England,Wytham Woods,Fagus sylvatica,Temperate,Deciduous,Dry,9.5,650.0
1974.0,USA,Oregon,H.J. Andrews,Pseudotsuga menziesii-Rhododendron-Berberis,Temperate,Evergreen,Dry,8.5,2300.0
1974.0,USA,Oregon,H.J. Andrews,Pseudotsuga menziesii-Rhododendron-Gaultheria,Temperate,Evergreen,Dry,8.5,2300.0
1974.0,USA,Oregon,H.J. Andrews,Pseudotsuga menziesii-Castanopsis,Temperate,Evergreen,Dry,8.5,2300.0
1974.0,USA,Oregon,H.J. Andrews,Pseudotsuga menziesii-Castanopsis,Temperate,Evergreen,Dry,8.5,2300.0
1974.0,USA,Oregon,H.J. Andrews,Pseudotsuga menziesii-Acer-Polystichum,Temperate,Evergreen,Dry,8.5,2300.0
1975.0,USA,Missouri,Tucker,Andropogon gerardi; Andropogon scoparius,Temperate,Deciduous,Dry,12.2,1000.0
1976.0,Venezuela,Amazonas,San Carlos de Rio Negro,Mix,Tropical,Evergreen,Dry,26.0,3500.0
1976.0,Venezuela,Amazonas,San Carlos de Rio Negro,Mix,Tropical,Evergreen,Dry,26.0,3500.0
1976.0,USA,Tennessee,Oak Ridge,Quercus spp.,Temperate,Deciduous,Dry,13.3,1265.0
1976.0,USA,Tennessee,Oak Ridge,Quercus spp.,Temperate,Deciduous,Dry,13.3,1265.0
1977.0,USA,Tennessee,Oak Ridge,Liriodendron tulipifera,Temperate,Deciduous,Dry,13.3,1265.0
1977.0,USA,Tennessee,Oak Ridge,Liriodendron tulipifera,Temperate,Deciduous,Dry,13.3,1265.0
1978.0,USA,Alaska,Washington Creek Experimental Area,Picea mariana,Boreal,Evergreen,Dry,-2.9,300.0
1979.0,USA,Washington,Findley Lake,Abies amabilis,Temperate,Evergreen,Dry,5.5,2300.0
1979.0,USA,New Mexico,NMSU Ranch,Larrea tridentata,Temperate,Evergreen,Dry,11.1,374.0
1979.0,USA,Washington,A.E. Thompson Research Center,Pseudotsuga menziesii,Temperate,Evergreen,Dry,7.8,1850.0
1979.0,USA,Washington,A.E. Thompson Research Center,Alnus rubra,Temperate,Evergreen,Dry,7.8,1850.0
1979.0,USA,Washington,A.E. Thompson Research Center,Tsuga heterophylla,Temperate,Evergreen,Dry,7.8,1850.0
1980.0,USA,South Carolina,Savannah River Plant,Pinus palustris,Temperate,Evergreen,Dry,18.0,1200.0
1980.0,USA,South Carolina,Savannah River Plant,Pinus palustris,Temperate,Evergreen,Dry,18.0,1200.0
1980.0,Japan,Hiroshima,Mt. Takao,Pinus densiflora,Temperate,Evergreen,Dry,15.0,1544.0
1980.0,USA,South Carolina,Savannah River Plant,Pinus palustris,Temperate,Evergreen,Dry,18.0,1200.0
1980.0,USA,Alaska,Schlentner4,Picea glauca,Boreal,Evergreen,Dry,-3.5,286.0
1980.0,USA,Alaska,Schlentner3,Picea mariana,Boreal,Evergreen,Dry,-3.5,286.0
1980.0,USA,South Carolina,Savannah River Plant,Pinus palustris,Temperate,Evergreen,Dry,18.0,1200.0
1980.0,USA,Alaska,Schlentner2,Betula papyrifera,Boreal,Deciduous,Dry,-3.5,286.0
1980.0,USA,Alaska,Schlentner1,Populus tremuloides,Boreal,Deciduous,Dry,-3.5,286.0
1980.5,USA,Alaska,Bonanza Creek,Picea glauca,Boreal,Evergreen,Dry,-3.5,280.0
1980.5,USA,Tennessee,Walker Branch,Quercus prinus,Temperate,Deciduous,Dry,13.3,1400.0
1980.5,USA,Alaska,Bonanza Creek,Picea glauca,Boreal,Evergreen,Dry,-3.5,280.0
1980.5,USA,Alaska,Bonanza Creek,Picea glauca,Boreal,Evergreen,Dry,-3.5,280.0
1981.0,USA,Tennessee,Oak Ridge,Quercus spp.,Temperate,Deciduous,Dry,14.0,1500.0
1981.0,USA,Tennessee,Oak Ridge,Quercus spp.,Temperate,Deciduous,Dry,14.0,1500.0
1981.0,USA,Tennessee,Oak Ridge,Quercus spp.,Temperate,Deciduous,Dry,14.0,1500.0
1981.0,USA,Alaska,Schlentner4,Picea glauca,Boreal,Evergreen,Dry,-3.5,286.0
1981.0,USA,Alaska,Schlentner3,Picea mariana,Boreal,Evergreen,Dry,-3.5,286.0
1981.0,USA,Alaska,Schlentner2,Betula papyrifera,Boreal,Deciduous,Dry,-3.5,286.0
1981.0,USA,Alaska,Schlentner1,Populus tremuloides,Boreal,Deciduous,Dry,-3.5,286.0
1981.5,Japan,Hiroshima,Mt. Takao,Pinus densiflora,Temperate,Evergreen,Dry,15.0,1544.0
1981.5,USA,Massachusetts,Great Sippewissett Salt Marsh,Spartina alterniflora,Temperate,Evergreen,Wet,10.3,1113.0
1983.0,Canada,Ontario,Great Lakes-St. Lawrence Forest Region of Rowe,Comptonia peregrina; Kalmia angustifolia; Vaccinium spp.,Temperate,Deciduous,Dry,4.5,800.0
1983.0,Canada,Ontario,Great Lakes-St. Lawrence Forest Region of Rowe,Pinus banksiana,Temperate,Evergreen,Dry,4.5,800.0
1983.0,USA,Alaska,Carex Lawn,Carex aquatilis; Cares limosa; Sphagnum riparium,Boreal,Evergreen,Wet,-3.5,280.0
1983.0,Canada,Ontario,Great Lakes-St. Lawrence Forest Region of Rowe,Pinus banksiana,Temperate,Evergreen,Dry,4.5,800.0
1983.0,USA,Alaska,Andromeda Lawn,Andromeda polifolia,Boreal,Evergreen,Wet,-3.5,280.0
1983.0,USA,Alaska,Bog Forest,Picea mariana,Boreal,Evergreen,Wet,-3.5,280.0
1983.0,Canada,Ontario,Great Lakes-St. Lawrence Forest Region of Rowe,Pinus banksiana,Temperate,Evergreen,Dry,4.5,800.0
1983.0,Canada,Ontario,Great Lakes-St. Lawrence Forest Region of Rowe,Pinus banksiana,Temperate,Evergreen,Dry,4.5,800.0
1983.0,USA,Florida,Bradford County,Pinus elliottii,Tropical,Evergreen,Dry,24.0,1320.0
1983.5,USA,South Carolina,Oyster Landing,Spartina alterniflora,Temperate,Deciduous,Wet,16.6,1269.0
1983.5,USA,South Carolina,Oyster Landing,Spartina alterniflora,Temperate,Deciduous,Wet,16.6,1269.0
1984.0,Canada,Ontario,Petawawa National Forest Institute,Pinus resinosa; Pinus strobus; Populus tremuloides; Populus grandidentata,Temperate,Mixed,Dry,4.4,800.0
1984.0,USA,Puerto Rico,Luquillo Experimental Forest,Dacryodes excelsa,Tropical,Evergreen,Dry,18.3,4000.0
1984.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa National Forest Institute,Pinus resinosa; Pinus strobus; Populus tremuloides; Populus grandidentata,Temperate,Mixed,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1984.0,Canada,Ontario,Petawawa National Forest Institute,Pinus resinosa; Pinus strobus; Populus tremuloides; Populus grandidentata,Temperate,Mixed,Dry,4.4,800.0
1984.5,India,Haryana,Siwaliks,Anogeissus latifolia; Lannea coromandelica; Flacourtia indica,Tropical,Deciduous,Dry,23.0,1069.0
1984.5,India,Haryana,Siwaliks,Pinus roxburghii,Tropical,Evergreen,Dry,23.0,1069.0
1984.5,India,Haryana,Siwaliks,Flacourtia indica,Tropical,Deciduous,Dry,23.0,1069.0
1984.5,USA,Utah,Brighton Basin,Grasses (mix),Temperate,Deciduous,Dry,1.6,1090.0
1985.0,USA,Missouri,Sanborn Field,Triticum aestivum,Temperate,Deciduous,Dry,12.5,973.0
1985.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1985.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1985.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1985.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1985.0,USA,Missouri,Tucker Prairie Research Station,Andropogon gerardi,Temperate,Deciduous,Dry,12.5,973.0
1985.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
1985.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
1985.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus banksiana,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus banksiana,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus banksiana,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus resinosa,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus banksiana,Temperate,Evergreen,Dry,4.3,820.0
1985.5,USA,California,Panoche Creek,Erodium spp.; Malva spp.; Atriplex polycarpa; grasses,Temperate,Deciduous,Dry,17.0,127.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus resinosa,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Pinus resinosa,Temperate,Evergreen,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.3,820.0
1985.5,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.3,820.0
1985.5,India,Haryana,Siwaliks,Flacourtia indica,Tropical,Deciduous,Dry,23.0,1069.0
1985.5,India,Haryana,Siwaliks,Pinus roxburghii,Tropical,Evergreen,Dry,23.0,1069.0
1985.5,India,Haryana,Siwaliks,Anogeissus latifolia; Lannea coromandelica; Flacourtia indica,Tropical,Deciduous,Dry,23.0,1069.0
1985.5,USA,California,Panoche Creek,Juglans spp.,Temperate,Deciduous,Dry,17.0,127.0
1986.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1986.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1986.0,USA,Missouri,Sanborn Field,Triticum aestivum,Temperate,Deciduous,Dry,12.5,973.0
1986.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1986.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1986.0,Canada,Ontario,Petawawa Research Forest,Populus tremuloides,Temperate,Deciduous,Dry,4.4,800.0
1987.0,USA,West Virginia,West Virginia University Forest,Quercus spp.; Acer rubrum; Prunus serotina; Carya spp.; Liriodendron tulipifera,Temperate,Deciduous,Dry,9.8,1470.0
1987.0,Canada,Quebec,Schefferville-string,Mix,Boreal,Evergreen,Wet,0.0,791.0
1987.0,USA,West Virginia,West Virginia University Forest,Quercus spp.; Acer rubrum; Prunus serotina; Carya spp.; Liriodendron tulipifera,Temperate,Deciduous,Dry,9.8,1470.0
1987.0,Canada,Quebec,Schefferville-flark,Mix,Boreal,Evergreen,Wet,0.0,791.0
1987.0,Canada,Quebec,Schefferville-pool,Mix,Boreal,Evergreen,Wet,0.0,791.0
1987.5,USA,Kansas,Konza Prairie,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum,Temperate,Deciduous,Dry,12.5,835.0
1988.0,USA,Georgia,Ogeechee-WFP,Quercus laurifolia,Temperate,Deciduous,Wet,19.0,1258.0
1988.0,USA,Georgia,Ogeechee-EFP,Quercus laurifolia,Temperate,Deciduous,Wet,19.0,1258.0
1988.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1988.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1988.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1988.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1988.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1988.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1989.0,USA,Alaska,R4D-Imnavait Creek,Betula nana; Salix pulchra; Sphagnum,Arctic,Deciduous,Wet,-12.0,350.0
1989.0,USA,Alaska,R4D-Imnavait Creek,Eriophorum vaginatum; Carex bigelowii; Betula nana; Salix pulchra; Ledum palustre,Arctic,Deciduous,Dry,-12.0,350.0
1989.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1989.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1989.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1989.5,USA,Massachusetts,Harvard Forest,Hardwood,Temperate,Deciduous,Dry,8.5,1120.0
1989.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1989.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1120.0
1990.0,USA,North Carolina,Croatan National Forest-gum swamp,Eucalyptus spp.,Temperate,Deciduous,Wet,16.8,1349.0
1990.0,USA,North Carolina,Croatan National Forest-short pocosin,Pinus spp.,Temperate,Deciduous,Wet,16.8,1349.0
1990.0,USA,North Carolina,Croatan National Forest-tall pocosin,Pinus spp.,Temperate,Deciduous,Wet,16.8,1349.0
1991.0,USA,Kansas,Konza Prairie,Sorghum bicolor,Temperate,Deciduous,Dry,12.5,835.0
1991.0,USA,Kansas,Konza Prairie,Triticum aestivum,Temperate,Deciduous,Dry,12.5,835.0
1991.0,USA,Kansas,Konza Prairie,Andropogon gerardii,Temperate,Deciduous,Dry,12.5,835.0
1991.0,USA,Kansas,Konza Prairie,Andropogon gerardii,Temperate,Deciduous,Dry,12.5,835.0
1991.0,USA,Hawaii,Interior forest,Metrosideros polymorpha,Tropical,Evergreen,Dry,13.0,2600.0
1991.0,USA,Hawaii,Edge forest,Metrosideros polymorpha,Tropical,Evergreen,Dry,13.0,2600.0
1991.0,USA,Massachusetts,Harvard Forest-Prospect Hill,Betula papyrifera; Acer rubrum; Quercus velutina; Acer pennsylvanicum,Temperate,Deciduous,Dry,6.0,1080.0
1991.0,USA,Massachusetts,Harvard,Quercus borealis; Acer rubrum; Betula papyrifera,Temperate,Deciduous,Dry,6.0,1172.0
1991.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1991.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1991.0,USA,Massachusetts,Harvard Forest-Prospect Hill,Betula papyrifera; Acer rubrum; Quercus velutina; Acer pennsylvanicum,Temperate,Deciduous,Dry,6.0,1080.0
1991.0,USA,Minnesota,Chippewa NF-Bog Lake,Sphagnum,Temperate,Evergreen,Wet,3.0,770.0
1991.0,USA,Hawaii,Ash forest,Acacia koa,Tropical,Evergreen,Dry,19.0,600.0
1991.5,United Kingdom,Scotland,Glensaugh,Calluna vulgaris,Temperate,Evergreen,Dry,7.7,1040.0
1991.5,United Kingdom,Scotland,Glensaugh,Sphagnum,Temperate,Evergreen,Wet,7.7,1040.0
1991.5,United Kingdom,Scotland,Bad à Cheo,Sphagnum,Temperate,Evergreen,Wet,7.7,1040.0
1991.5,United Kingdom,Scotland,Bad à Cheo,Picea sitchensis,Temperate,Evergreen,Dry,7.7,1040.0
1991.5,USA,Hawaii,Laupahoehoe Forest Reserve,Pennisetum clandestinum,Tropical,Evergreen,Dry,17.6,2500.0
1991.5,USA,Hawaii,Laupahoehoe Forest Reserve,Pennisetum clandestinum,Tropical,Evergreen,Dry,22.3,2500.0
1991.5,USA,Hawaii,Laupahoehoe Forest Reserve,Pennisetum clandestinum,Tropical,Evergreen,Dry,27.0,2500.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,USA,Michigan,Manistee National Forest,Acer saccharum-Tilia americana,Temperate,Deciduous,Dry,7.2,810.0
1992.0,USA,Michigan,Manistee National Forest,Acer saccharum-Tilia americana,Temperate,Deciduous,Dry,7.2,810.0
1992.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Sorghum bicolor,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Maine,Lytle-uncut,Picea rubens,Temperate,Evergreen,Dry,4.6,1119.0
1992.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1992.0,USA,Texas,Brazos River floodplain,Glycine max,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Sorghum bicolor,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Michigan,Manistee National Forest,Acer saccharum-Quercus rubra,Temperate,Deciduous,Dry,7.2,810.0
1992.0,USA,Michigan,Manistee National Forest,Acer saccharum-Quercus rubra,Temperate,Deciduous,Dry,7.2,810.0
1992.0,USA,Texas,Brazos River floodplain,Sorghum bicolor,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Sorghum bicolor,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Glycine max,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Maine,Lytle-clearcut,Picea rubens,Temperate,Evergreen,Dry,4.6,1119.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,USA,Texas,Brazos River floodplain,Triticum aestivum,Temperate,Deciduous,Dry,20.0,978.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Brachiaria brizantha,Tropical,Deciduous,Dry,25.5,2200.0
1992.0,Brazil,Rondondia,Fazenda Nova Vida,Mix,Tropical,Deciduous,Dry,25.5,2200.0
1992.5,China,North China,Luanchen,"Triticum aestivum, Zea mays subsp.",Temperate,Deciduous,Dry,12.2,536.7
1992.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1050.0
1992.5,USA,Massachusetts,Harvard Forest,Tsuga canadensis,Temperate,Evergreen,Dry,8.5,1050.0
1992.5,China,North China,Luanchen,"Triticum aestivum, Zea mays subsp.",Temperate,Deciduous,Dry,12.2,536.7
1992.5,Japan,Hiroshima,Yoshiwa,Quercus serrata,Temperate,Deciduous,Dry,12.1,2174.0
1992.5,China,North China,Luanchen,"Triticum aestivum, Zea mays subsp.",Temperate,Deciduous,Dry,12.2,536.7
1992.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Mixed,Dry,8.5,1050.0
1992.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Deciduous,Dry,8.5,1050.0
1993.0,USA,New York,Huntington Wildlife Forest,Fagus grandifolia; Acer rubrum; Betula alleghaniensis,Temperate,Deciduous,Dry,4.4,1010.0
1993.0,USA,New York,Huntington Wildlife Forest,Fagus grandifolia; Acer rubrum; Betula alleghaniensis,Temperate,Deciduous,Dry,4.4,1010.0
1993.0,USA,Texas,Blackland Research Center,Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense,Temperate,Deciduous,Dry,19.0,878.0
1993.0,USA,New York,Huntington Wildlife Forest,Fagus grandifolia; Acer rubrum; Betula alleghaniensis,Temperate,Deciduous,Dry,4.4,1010.0
1993.0,USA,New York,Huntington Wildlife Forest,Fagus grandifolia; Acer rubrum; Betula alleghaniensis,Temperate,Deciduous,Dry,4.4,1010.0
1993.0,USA,Maine,University Forest,Picea abies,Temperate,Evergreen,Dry,6.0,1020.0
1993.0,USA,Maine,Howland Forest,Picea rubens,Temperate,Evergreen,Mixed,5.5,1000.0
1993.0,USA,Maine,Howland Forest,Picea rubens,Temperate,Evergreen,Mixed,5.5,1000.0
1993.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1993.0,USA,California,USDA FS Institute Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,1000.0
1993.0,USA,California,USDA FS Institute Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,1000.0
1993.0,USA,California,USDA FS Institute Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,1000.0
1993.0,USA,Wisconsin,Haynes1,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
1993.0,USA,California,USDA Institute of Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,843.0
1993.0,USA,California,USDA Institute of Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,843.0
1993.0,USA,California,USDA Institute of Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,843.0
1993.0,USA,California,USDA Institute of Forest Genetics,Pinus ponderosa,Temperate,Evergreen,Dry,18.0,843.0
1993.5,USA,Massachusetts,Harvard Forest,Tsuga canadensis,Temperate,Evergreen,Dry,8.5,1050.0
1993.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Mixed,Dry,8.5,1050.0
1993.5,USA,Maine,Simmons-10,Pinus strobus-Acer rubrum,Temperate,Evergreen,Dry,6.1,1010.0
1993.5,USA,Maine,Simmons-9,Acer rubrum-Betula canadensis,Temperate,Deciduous,Dry,6.0,970.0
1993.5,USA,Maine,Simmons-8,Acer rubrum-Betula canadensis,Temperate,Deciduous,Dry,5.1,920.0
